EmployeeNumber,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,YearlyIncome
738,Y,No,15.0,3.0,4.0,80.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,No,46500.0
38,Y,No,12.0,3.0,4.0,80.0,0.0,22.0,2.0,2.0,2.0,2.0,2.0,1.0,No,227364.0
731,Y,No,15.0,3.0,2.0,80.0,3.0,23.0,2.0,2.0,21.0,6.0,12.0,6.0,No,229692.0
615,Y,No,15.0,3.0,3.0,80.0,1.0,20.0,2.0,3.0,1.0,0.0,0.0,1.0,No,131184.0
1591,Y,Yes,16.0,3.0,3.0,80.0,1.0,27.0,2.0,3.0,1.0,0.0,0.0,0.0,No,231972.0
1431,Y,No,14.0,3.0,3.0,80.0,2.0,10.0,2.0,3.0,4.0,3.0,1.0,3.0,No,35952.0
1694,Y,No,12.0,3.0,4.0,80.0,1.0,8.0,1.0,3.0,4.0,2.0,1.0,2.0,No,42444.0
743,Y,Yes,14.0,3.0,4.0,80.0,0.0,10.0,4.0,4.0,1.0,0.0,0.0,0.0,No,94332.0
178,Y,No,20.0,4.0,4.0,80.0,2.0,7.0,0.0,3.0,3.0,2.0,0.0,1.0,No,59292.0
1211,Y,No,19.0,3.0,3.0,80.0,3.0,8.0,3.0,3.0,4.0,3.0,0.0,3.0,No,49380.0
1830,Y,No,15.0,3.0,2.0,80.0,1.0,14.0,2.0,2.0,7.0,1.0,1.0,7.0,No,82248.0
952,Y,Yes,18.0,3.0,3.0,80.0,3.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,Yes,28956.0
1932,Y,Yes,15.0,3.0,2.0,80.0,0.0,16.0,3.0,3.0,15.0,10.0,6.0,11.0,No,68964.0
1552,Y,Yes,18.0,3.0,3.0,80.0,0.0,8.0,2.0,3.0,2.0,2.0,2.0,2.0,No,48828.0
261,Y,Yes,13.0,3.0,1.0,80.0,0.0,8.0,1.0,3.0,1.0,0.0,0.0,1.0,Yes,70992.0
1083,Y,No,16.0,3.0,1.0,80.0,2.0,6.0,2.0,3.0,5.0,3.0,1.0,3.0,No,47460.0
1975,Y,No,12.0,3.0,1.0,80.0,0.0,21.0,3.0,3.0,20.0,8.0,11.0,10.0,No,160092.0
1035,Y,No,22.0,4.0,2.0,80.0,2.0,21.0,3.0,3.0,21.0,16.0,5.0,10.0,No,239676.0
1002,Y,Yes,15.0,3.0,3.0,80.0,1.0,9.0,2.0,3.0,9.0,8.0,0.0,8.0,No,43596.0
960,Y,No,19.0,3.0,2.0,80.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,Yes,35676.0
215,Y,No,11.0,3.0,1.0,80.0,1.0,15.0,2.0,2.0,12.0,11.0,2.0,11.0,No,130260.0
824,Y,No,24.0,4.0,3.0,80.0,1.0,10.0,3.0,3.0,10.0,7.0,0.0,7.0,No,32400.0
335,Y,No,17.0,3.0,1.0,80.0,2.0,9.0,3.0,3.0,9.0,8.0,4.0,7.0,No,39828.0
675,Y,No,20.0,4.0,4.0,80.0,0.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,No,33276.0
1504,Y,No,11.0,3.0,3.0,80.0,0.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,Yes,30732.0
667,Y,No,11.0,3.0,2.0,80.0,1.0,5.0,3.0,3.0,4.0,3.0,0.0,2.0,Yes,36492.0
829,Y,No,13.0,3.0,2.0,80.0,1.0,8.0,2.0,3.0,5.0,2.0,0.0,4.0,No,25716.0
1673,Y,No,11.0,3.0,1.0,80.0,2.0,10.0,2.0,3.0,10.0,0.0,0.0,2.0,No,65712.0
1746,Y,No,14.0,3.0,4.0,80.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,No,25740.0
1206,Y,No,13.0,3.0,4.0,80.0,0.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,No,27480.0
312,Y,No,14.0,3.0,4.0,80.0,1.0,11.0,5.0,3.0,11.0,10.0,4.0,1.0,No,95016.0
1024,Y,No,14.0,3.0,2.0,80.0,0.0,27.0,3.0,3.0,15.0,11.0,4.0,8.0,No,131988.0
1766,Y,Yes,16.0,3.0,3.0,80.0,1.0,15.0,2.0,3.0,1.0,0.0,1.0,0.0,No,69732.0
1082,Y,No,12.0,3.0,1.0,80.0,0.0,10.0,2.0,2.0,10.0,7.0,1.0,9.0,Yes,104664.0
57,Y,No,23.0,4.0,4.0,80.0,0.0,12.0,2.0,3.0,12.0,8.0,3.0,7.0,No,48132.0
709,Y,No,20.0,4.0,1.0,80.0,0.0,8.0,2.0,3.0,7.0,7.0,0.0,5.0,No,48336.0
444,Y,No,15.0,3.0,1.0,80.0,1.0,21.0,2.0,3.0,21.0,9.0,13.0,3.0,No,231264.0
702,Y,Yes,11.0,3.0,1.0,80.0,0.0,10.0,3.0,3.0,10.0,8.0,9.0,7.0,Yes,40176.0
118,Y,No,16.0,3.0,4.0,80.0,0.0,9.0,3.0,3.0,9.0,8.0,4.0,7.0,Yes,115428.0
1459,Y,No,11.0,3.0,1.0,80.0,0.0,10.0,2.0,3.0,10.0,8.0,4.0,7.0,Yes,89352.0
242,Y,No,14.0,3.0,1.0,80.0,0.0,4.0,2.0,4.0,3.0,1.0,0.0,2.0,No,30000.0
441,Y,No,13.0,3.0,4.0,80.0,2.0,11.0,2.0,3.0,10.0,8.0,1.0,9.0,No,69300.0
2021,Y,Yes,11.0,3.0,4.0,80.0,0.0,2.0,6.0,3.0,2.0,2.0,1.0,2.0,No,28560.0
1481,Y,No,12.0,3.0,3.0,80.0,1.0,11.0,4.0,2.0,1.0,0.0,0.0,0.0,No,57216.0
574,Y,No,13.0,3.0,3.0,80.0,3.0,20.0,2.0,3.0,5.0,0.0,0.0,4.0,No,60840.0
1929,Y,No,19.0,3.0,3.0,80.0,1.0,10.0,1.0,3.0,3.0,2.0,1.0,2.0,No,68832.0
76,Y,No,22.0,4.0,4.0,80.0,1.0,10.0,3.0,2.0,7.0,7.0,1.0,7.0,No,70980.0
26,Y,No,18.0,3.0,4.0,80.0,1.0,5.0,5.0,2.0,4.0,2.0,1.0,3.0,No,48132.0
404,Y,No,14.0,3.0,4.0,80.0,1.0,23.0,2.0,4.0,20.0,4.0,4.0,8.0,No,162300.0
1496,Y,Yes,18.0,3.0,2.0,80.0,0.0,16.0,2.0,2.0,2.0,2.0,2.0,2.0,No,122508.0
423,Y,Yes,12.0,3.0,3.0,80.0,1.0,6.0,4.0,3.0,5.0,2.0,0.0,3.0,No,57852.0
1709,Y,No,17.0,3.0,3.0,80.0,1.0,9.0,2.0,3.0,5.0,3.0,1.0,2.0,No,35688.0
1096,Y,No,18.0,3.0,2.0,80.0,1.0,23.0,4.0,3.0,3.0,2.0,1.0,2.0,No,131712.0
1465,Y,Yes,18.0,3.0,4.0,80.0,2.0,10.0,4.0,4.0,3.0,1.0,1.0,2.0,No,112560.0
1724,Y,Yes,16.0,3.0,2.0,80.0,1.0,18.0,3.0,3.0,1.0,0.0,0.0,0.0,No,78192.0
2032,Y,No,11.0,3.0,4.0,80.0,1.0,14.0,4.0,1.0,10.0,9.0,9.0,8.0,Yes,28068.0
1956,Y,No,21.0,4.0,2.0,80.0,0.0,10.0,6.0,3.0,10.0,8.0,8.0,7.0,No,60036.0
1204,Y,No,23.0,4.0,1.0,80.0,0.0,28.0,2.0,3.0,26.0,15.0,15.0,9.0,No,204576.0
204,Y,No,13.0,3.0,1.0,80.0,2.0,10.0,3.0,3.0,10.0,8.0,0.0,6.0,No,87540.0
437,Y,Yes,11.0,3.0,1.0,80.0,0.0,5.0,3.0,3.0,5.0,4.0,0.0,4.0,No,53736.0
918,Y,Yes,14.0,3.0,4.0,80.0,1.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,Yes,28560.0
245,Y,No,12.0,3.0,3.0,80.0,0.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,No,27456.0
686,Y,Yes,13.0,3.0,3.0,80.0,1.0,3.0,2.0,3.0,3.0,2.0,0.0,2.0,No,31908.0
641,Y,No,20.0,4.0,4.0,80.0,2.0,6.0,5.0,4.0,5.0,3.0,1.0,4.0,No,75264.0
7,Y,No,12.0,3.0,4.0,80.0,1.0,6.0,3.0,3.0,2.0,2.0,2.0,2.0,No,41616.0
1043,Y,Yes,13.0,3.0,3.0,80.0,0.0,21.0,2.0,3.0,21.0,6.0,2.0,8.0,No,130560.0
1299,Y,Yes,13.0,3.0,1.0,80.0,2.0,10.0,2.0,3.0,7.0,7.0,7.0,7.0,Yes,40068.0
1242,Y,Yes,17.0,3.0,3.0,80.0,0.0,20.0,6.0,3.0,1.0,0.0,0.0,0.0,No,158292.0
868,Y,No,19.0,3.0,4.0,80.0,2.0,9.0,2.0,3.0,1.0,0.0,0.0,0.0,No,76008.0
950,Y,No,13.0,3.0,2.0,80.0,1.0,15.0,3.0,3.0,15.0,12.0,5.0,11.0,No,162984.0
957,Y,Yes,13.0,3.0,3.0,80.0,0.0,20.0,3.0,3.0,18.0,13.0,2.0,17.0,No,56652.0
479,Y,No,15.0,3.0,2.0,80.0,0.0,7.0,6.0,3.0,1.0,0.0,0.0,0.0,No,79836.0
11,Y,No,22.0,4.0,2.0,80.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,No,32316.0
879,Y,Yes,18.0,3.0,4.0,80.0,0.0,5.0,3.0,3.0,5.0,3.0,0.0,3.0,No,50328.0
781,Y,No,23.0,4.0,2.0,80.0,0.0,6.0,5.0,2.0,6.0,5.0,1.0,4.0,No,74160.0
175,Y,Yes,11.0,3.0,3.0,80.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,Yes,54708.0
1586,Y,Yes,18.0,3.0,4.0,80.0,0.0,10.0,3.0,3.0,10.0,9.0,1.0,5.0,No,56676.0
1752,Y,No,13.0,3.0,3.0,80.0,0.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,Yes,33120.0
608,Y,Yes,11.0,3.0,2.0,80.0,1.0,8.0,2.0,2.0,7.0,7.0,1.0,0.0,Yes,32892.0
407,Y,No,18.0,3.0,4.0,80.0,2.0,4.0,2.0,3.0,1.0,0.0,0.0,0.0,No,44256.0
1608,Y,Yes,14.0,3.0,4.0,80.0,1.0,23.0,4.0,2.0,22.0,7.0,1.0,10.0,No,228588.0
1207,Y,No,13.0,3.0,4.0,80.0,1.0,5.0,2.0,3.0,5.0,4.0,1.0,4.0,No,43200.0
2,Y,No,23.0,4.0,4.0,80.0,1.0,10.0,3.0,3.0,10.0,7.0,1.0,7.0,No,61560.0
1133,Y,No,20.0,4.0,1.0,80.0,0.0,18.0,0.0,3.0,11.0,9.0,0.0,9.0,No,93348.0
1782,Y,No,11.0,3.0,2.0,80.0,1.0,5.0,3.0,3.0,5.0,4.0,0.0,4.0,No,44424.0
332,Y,No,14.0,3.0,3.0,80.0,3.0,7.0,1.0,3.0,3.0,2.0,1.0,2.0,No,26784.0
422,Y,Yes,13.0,3.0,4.0,80.0,1.0,12.0,2.0,3.0,5.0,3.0,1.0,2.0,No,67920.0
148,Y,Yes,12.0,3.0,3.0,80.0,0.0,23.0,3.0,3.0,5.0,3.0,4.0,4.0,No,207936.0
582,Y,Yes,12.0,3.0,4.0,80.0,0.0,15.0,2.0,4.0,7.0,6.0,7.0,7.0,Yes,163320.0
1598,Y,No,15.0,3.0,3.0,80.0,1.0,5.0,2.0,3.0,5.0,4.0,1.0,2.0,No,55668.0
1628,Y,No,13.0,3.0,4.0,80.0,2.0,18.0,2.0,3.0,18.0,15.0,14.0,12.0,No,125220.0
1852,Y,No,13.0,3.0,2.0,80.0,0.0,11.0,3.0,4.0,11.0,8.0,3.0,10.0,No,45744.0
789,Y,No,15.0,3.0,2.0,80.0,0.0,10.0,1.0,3.0,10.0,7.0,0.0,9.0,No,91044.0
154,Y,No,14.0,3.0,3.0,80.0,1.0,10.0,6.0,3.0,9.0,7.0,2.0,8.0,No,116856.0
1732,Y,Yes,12.0,3.0,2.0,80.0,1.0,13.0,5.0,2.0,10.0,6.0,0.0,3.0,No,124416.0
1355,Y,No,15.0,3.0,4.0,80.0,1.0,11.0,3.0,3.0,7.0,7.0,1.0,7.0,No,82716.0
1472,Y,No,12.0,3.0,2.0,80.0,0.0,35.0,2.0,2.0,9.0,8.0,8.0,8.0,No,199176.0
826,Y,No,13.0,3.0,3.0,80.0,0.0,7.0,0.0,3.0,2.0,2.0,2.0,2.0,No,30072.0
1503,Y,Yes,17.0,3.0,3.0,80.0,1.0,11.0,4.0,2.0,5.0,4.0,1.0,2.0,No,55092.0
1736,Y,No,20.0,4.0,4.0,80.0,0.0,9.0,3.0,2.0,5.0,4.0,1.0,4.0,No,62856.0
35,Y,No,11.0,3.0,4.0,80.0,1.0,10.0,2.0,3.0,9.0,7.0,4.0,2.0,No,81900.0
994,Y,Yes,20.0,4.0,3.0,80.0,0.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,Yes,28848.0
1215,Y,No,22.0,4.0,3.0,80.0,1.0,32.0,3.0,3.0,2.0,2.0,2.0,2.0,No,214272.0
977,Y,No,24.0,4.0,1.0,80.0,0.0,7.0,4.0,3.0,1.0,0.0,0.0,0.0,Yes,29748.0
153,Y,No,12.0,3.0,4.0,80.0,0.0,14.0,6.0,3.0,11.0,10.0,5.0,8.0,No,139572.0
1594,Y,Yes,13.0,3.0,4.0,80.0,1.0,9.0,3.0,3.0,3.0,2.0,0.0,2.0,No,66744.0
1124,Y,No,12.0,3.0,4.0,80.0,1.0,23.0,3.0,3.0,12.0,9.0,4.0,9.0,No,209580.0
341,Y,No,17.0,3.0,4.0,80.0,1.0,9.0,1.0,3.0,3.0,2.0,0.0,2.0,No,77208.0
2018,Y,Yes,22.0,4.0,2.0,80.0,1.0,6.0,3.0,2.0,5.0,3.0,0.0,4.0,No,58884.0
1692,Y,No,12.0,3.0,1.0,80.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,Yes,16716.0
631,Y,No,12.0,3.0,4.0,80.0,0.0,6.0,2.0,3.0,4.0,2.0,1.0,2.0,Yes,56484.0
997,Y,No,22.0,4.0,3.0,80.0,1.0,32.0,1.0,2.0,5.0,4.0,1.0,3.0,No,208788.0
299,Y,No,15.0,3.0,3.0,80.0,0.0,9.0,5.0,2.0,6.0,3.0,0.0,1.0,Yes,80352.0
1892,Y,No,11.0,3.0,1.0,80.0,1.0,22.0,3.0,3.0,19.0,7.0,11.0,16.0,No,201876.0
843,Y,No,24.0,4.0,3.0,80.0,1.0,22.0,3.0,3.0,4.0,1.0,1.0,0.0,No,205908.0
291,Y,No,11.0,3.0,3.0,80.0,0.0,14.0,2.0,2.0,14.0,8.0,9.0,8.0,Yes,124800.0
1196,Y,No,13.0,3.0,2.0,80.0,1.0,14.0,2.0,2.0,14.0,8.0,3.0,11.0,No,77688.0
2022,Y,No,13.0,3.0,3.0,80.0,0.0,21.0,3.0,2.0,6.0,0.0,1.0,3.0,No,233172.0
64,Y,Yes,13.0,3.0,4.0,80.0,0.0,23.0,2.0,3.0,1.0,0.0,0.0,0.0,Yes,64572.0
1485,Y,No,14.0,3.0,4.0,80.0,2.0,16.0,3.0,2.0,14.0,8.0,6.0,9.0,No,204084.0
940,Y,Yes,13.0,3.0,4.0,80.0,1.0,24.0,3.0,3.0,6.0,0.0,0.0,4.0,No,126624.0
1704,Y,Yes,14.0,3.0,3.0,80.0,0.0,6.0,2.0,4.0,5.0,4.0,1.0,4.0,No,59160.0
1815,Y,Yes,13.0,3.0,4.0,80.0,1.0,23.0,3.0,4.0,22.0,14.0,13.0,5.0,No,125364.0
1231,Y,No,16.0,3.0,1.0,80.0,1.0,10.0,3.0,4.0,4.0,3.0,0.0,3.0,No,75264.0
411,Y,No,12.0,3.0,1.0,80.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,No,14400.0
639,Y,Yes,11.0,3.0,2.0,80.0,2.0,6.0,3.0,3.0,6.0,5.0,1.0,4.0,No,32700.0
190,Y,No,22.0,4.0,1.0,80.0,0.0,10.0,2.0,4.0,5.0,4.0,0.0,4.0,Yes,50400.0
353,Y,No,11.0,3.0,2.0,80.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,No,32676.0
922,Y,No,13.0,3.0,4.0,80.0,0.0,2.0,3.0,2.0,2.0,2.0,0.0,2.0,Yes,24528.0
925,Y,Yes,18.0,3.0,1.0,80.0,0.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,No,39528.0
250,Y,No,11.0,3.0,3.0,80.0,2.0,5.0,3.0,3.0,4.0,2.0,1.0,3.0,No,53400.0
1143,Y,No,14.0,3.0,4.0,80.0,2.0,8.0,2.0,2.0,7.0,5.0,1.0,1.0,No,39492.0
150,Y,No,12.0,3.0,3.0,80.0,1.0,6.0,2.0,3.0,5.0,3.0,1.0,2.0,No,33288.0
2041,Y,No,11.0,3.0,3.0,80.0,1.0,10.0,1.0,3.0,10.0,7.0,1.0,9.0,No,64116.0
621,Y,No,12.0,3.0,4.0,80.0,0.0,10.0,3.0,3.0,10.0,7.0,5.0,7.0,No,64044.0
2053,Y,Yes,13.0,3.0,1.0,80.0,1.0,10.0,2.0,3.0,4.0,3.0,0.0,3.0,No,48300.0
1979,Y,No,20.0,4.0,3.0,80.0,1.0,13.0,2.0,4.0,11.0,7.0,4.0,8.0,No,132372.0
131,Y,No,13.0,3.0,3.0,80.0,0.0,38.0,1.0,2.0,37.0,10.0,1.0,8.0,No,166464.0
2027,Y,Yes,14.0,3.0,2.0,80.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,Yes,57444.0
1422,Y,No,19.0,3.0,4.0,80.0,0.0,29.0,3.0,2.0,20.0,7.0,12.0,7.0,No,207936.0
259,Y,No,14.0,3.0,1.0,80.0,1.0,34.0,5.0,3.0,33.0,18.0,11.0,9.0,No,239988.0
297,Y,Yes,11.0,3.0,3.0,80.0,0.0,8.0,5.0,3.0,5.0,2.0,0.0,4.0,Yes,31884.0
665,Y,No,11.0,3.0,2.0,80.0,0.0,10.0,1.0,4.0,2.0,2.0,0.0,2.0,No,71820.0
1996,Y,No,19.0,3.0,3.0,80.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,No,36804.0
1281,Y,Yes,12.0,3.0,4.0,80.0,0.0,4.0,3.0,3.0,3.0,2.0,0.0,2.0,No,54456.0
165,Y,No,12.0,3.0,4.0,80.0,1.0,40.0,3.0,2.0,40.0,10.0,15.0,6.0,Yes,123744.0
885,Y,No,12.0,3.0,1.0,80.0,0.0,5.0,1.0,4.0,5.0,2.0,0.0,3.0,No,51072.0
281,Y,Yes,15.0,3.0,3.0,80.0,1.0,15.0,2.0,4.0,7.0,2.0,3.0,7.0,No,32892.0
1535,Y,Yes,14.0,3.0,4.0,80.0,0.0,10.0,3.0,3.0,10.0,9.0,8.0,6.0,No,84996.0
926,Y,Yes,19.0,3.0,1.0,80.0,1.0,4.0,3.0,4.0,3.0,2.0,0.0,2.0,Yes,50052.0
1968,Y,Yes,13.0,3.0,2.0,80.0,0.0,15.0,2.0,2.0,2.0,2.0,2.0,2.0,Yes,125376.0
1136,Y,No,17.0,3.0,1.0,80.0,0.0,6.0,2.0,1.0,5.0,3.0,0.0,4.0,No,38412.0
1474,Y,No,14.0,3.0,3.0,80.0,1.0,8.0,3.0,4.0,3.0,1.0,1.0,2.0,No,28140.0
664,Y,No,11.0,3.0,1.0,80.0,1.0,21.0,3.0,1.0,3.0,2.0,0.0,2.0,No,184824.0
1973,Y,Yes,18.0,3.0,1.0,80.0,1.0,35.0,0.0,3.0,10.0,9.0,1.0,4.0,No,235632.0
33,Y,Yes,22.0,4.0,2.0,80.0,0.0,10.0,5.0,3.0,10.0,2.0,6.0,7.0,Yes,47028.0
160,Y,No,13.0,3.0,1.0,80.0,1.0,8.0,2.0,4.0,7.0,7.0,0.0,7.0,No,73752.0
847,Y,No,19.0,3.0,3.0,80.0,1.0,4.0,1.0,1.0,3.0,2.0,0.0,2.0,No,44844.0
1522,Y,No,13.0,3.0,3.0,80.0,0.0,11.0,2.0,1.0,9.0,7.0,0.0,7.0,Yes,28344.0
1185,Y,No,13.0,3.0,2.0,80.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,No,28512.0
1248,Y,Yes,25.0,4.0,2.0,80.0,0.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0,Yes,22308.0
1216,Y,No,12.0,3.0,3.0,80.0,3.0,6.0,2.0,3.0,6.0,5.0,3.0,3.0,No,38352.0
1813,Y,No,13.0,3.0,3.0,80.0,0.0,7.0,2.0,2.0,3.0,2.0,1.0,2.0,No,29256.0
15,Y,Yes,12.0,3.0,4.0,80.0,0.0,10.0,3.0,3.0,9.0,5.0,0.0,8.0,No,50316.0
1218,Y,Yes,15.0,3.0,4.0,80.0,3.0,15.0,2.0,3.0,7.0,7.0,1.0,7.0,No,107592.0
587,Y,No,12.0,3.0,1.0,80.0,0.0,12.0,2.0,3.0,1.0,0.0,0.0,0.0,Yes,117888.0
1572,Y,No,16.0,3.0,2.0,80.0,1.0,34.0,4.0,3.0,33.0,7.0,1.0,9.0,Yes,122028.0
47,Y,Yes,14.0,3.0,3.0,80.0,0.0,3.0,2.0,3.0,3.0,2.0,0.0,2.0,Yes,32196.0
1486,Y,No,15.0,3.0,4.0,80.0,1.0,5.0,3.0,4.0,3.0,2.0,1.0,2.0,Yes,34908.0
1377,Y,No,13.0,3.0,1.0,80.0,2.0,10.0,1.0,3.0,8.0,7.0,7.0,7.0,No,65148.0
445,Y,Yes,18.0,3.0,1.0,80.0,0.0,12.0,3.0,2.0,1.0,0.0,0.0,0.0,Yes,62856.0
620,Y,No,16.0,3.0,4.0,80.0,0.0,5.0,3.0,3.0,5.0,4.0,0.0,3.0,No,58308.0
1798,Y,No,19.0,3.0,2.0,80.0,1.0,14.0,1.0,3.0,10.0,8.0,7.0,6.0,No,37716.0
1935,Y,No,16.0,3.0,3.0,80.0,1.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,No,64560.0
382,Y,Yes,24.0,4.0,3.0,80.0,1.0,8.0,3.0,3.0,8.0,0.0,7.0,7.0,No,67260.0
2044,Y,No,12.0,3.0,4.0,80.0,2.0,12.0,3.0,3.0,6.0,3.0,0.0,1.0,Yes,80736.0
776,Y,No,11.0,3.0,1.0,80.0,0.0,34.0,3.0,4.0,34.0,6.0,1.0,16.0,No,202272.0
1658,Y,No,12.0,3.0,3.0,80.0,1.0,11.0,2.0,3.0,11.0,8.0,7.0,9.0,No,65196.0
910,Y,Yes,11.0,3.0,3.0,80.0,1.0,7.0,4.0,4.0,4.0,3.0,0.0,3.0,No,27324.0
1834,Y,No,25.0,4.0,3.0,80.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,No,43092.0
1100,Y,Yes,22.0,4.0,1.0,80.0,0.0,9.0,2.0,3.0,8.0,7.0,4.0,7.0,Yes,114984.0
949,Y,No,18.0,3.0,3.0,80.0,0.0,8.0,6.0,3.0,6.0,2.0,0.0,1.0,No,56136.0
1754,Y,No,11.0,3.0,1.0,80.0,1.0,12.0,2.0,3.0,7.0,7.0,1.0,7.0,No,85680.0
916,Y,No,14.0,3.0,2.0,80.0,0.0,4.0,3.0,3.0,4.0,2.0,0.0,2.0,No,58896.0
1138,Y,No,17.0,3.0,2.0,80.0,1.0,22.0,3.0,3.0,9.0,8.0,2.0,3.0,No,157440.0
143,Y,No,11.0,3.0,3.0,80.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,No,34668.0
544,Y,No,21.0,4.0,4.0,80.0,2.0,8.0,3.0,2.0,2.0,2.0,0.0,2.0,No,31848.0
524,Y,No,12.0,3.0,2.0,80.0,1.0,13.0,5.0,1.0,13.0,10.0,3.0,12.0,No,51672.0
1277,Y,Yes,16.0,3.0,1.0,80.0,0.0,26.0,2.0,3.0,24.0,10.0,1.0,11.0,Yes,225888.0
1137,Y,No,11.0,3.0,4.0,80.0,1.0,5.0,3.0,3.0,5.0,2.0,0.0,2.0,No,59616.0
1583,Y,No,12.0,3.0,2.0,80.0,0.0,8.0,5.0,4.0,3.0,2.0,1.0,2.0,No,50376.0
1283,Y,No,12.0,3.0,4.0,80.0,0.0,25.0,6.0,2.0,9.0,7.0,5.0,4.0,No,126144.0
12,Y,No,21.0,4.0,2.0,80.0,0.0,10.0,2.0,3.0,9.0,7.0,1.0,8.0,No,114312.0
823,Y,No,15.0,3.0,1.0,80.0,1.0,10.0,2.0,3.0,9.0,7.0,0.0,5.0,No,62736.0
112,Y,No,11.0,3.0,1.0,80.0,0.0,37.0,3.0,2.0,6.0,4.0,0.0,2.0,No,87120.0
581,Y,No,25.0,4.0,4.0,80.0,1.0,13.0,6.0,4.0,13.0,8.0,0.0,8.0,No,127776.0
1912,Y,Yes,11.0,3.0,4.0,80.0,1.0,8.0,2.0,3.0,5.0,2.0,1.0,4.0,No,78996.0
1022,Y,No,13.0,3.0,4.0,80.0,0.0,19.0,0.0,3.0,2.0,2.0,2.0,2.0,No,50880.0
197,Y,No,14.0,3.0,4.0,80.0,1.0,8.0,3.0,3.0,3.0,2.0,2.0,2.0,No,38448.0
1827,Y,Yes,12.0,3.0,3.0,80.0,1.0,28.0,4.0,3.0,22.0,11.0,14.0,10.0,No,123996.0
1525,Y,No,18.0,3.0,4.0,80.0,0.0,9.0,3.0,3.0,2.0,0.0,2.0,2.0,No,100512.0
1329,Y,No,13.0,3.0,1.0,80.0,0.0,19.0,4.0,3.0,19.0,2.0,11.0,9.0,No,73812.0
1712,Y,No,23.0,4.0,4.0,80.0,1.0,25.0,3.0,2.0,23.0,15.0,14.0,4.0,No,128976.0
1927,Y,Yes,12.0,3.0,3.0,80.0,1.0,7.0,2.0,3.0,7.0,7.0,0.0,7.0,No,82008.0
30,Y,No,14.0,3.0,4.0,80.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,No,14784.0
1346,Y,No,13.0,3.0,3.0,80.0,0.0,9.0,4.0,3.0,9.0,8.0,8.0,8.0,No,55932.0
862,Y,Yes,18.0,3.0,4.0,80.0,1.0,35.0,3.0,3.0,5.0,2.0,0.0,4.0,No,131208.0
2062,Y,No,15.0,3.0,1.0,80.0,1.0,9.0,5.0,3.0,7.0,7.0,1.0,7.0,No,119892.0
1529,Y,No,19.0,3.0,4.0,80.0,0.0,11.0,3.0,1.0,11.0,8.0,3.0,3.0,No,103272.0
2010,Y,No,13.0,3.0,3.0,80.0,0.0,6.0,3.0,3.0,6.0,2.0,4.0,1.0,No,34044.0
333,Y,No,18.0,3.0,1.0,80.0,0.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,No,53580.0
1938,Y,Yes,13.0,3.0,3.0,80.0,1.0,29.0,2.0,2.0,1.0,0.0,0.0,0.0,No,214500.0
1018,Y,No,12.0,3.0,2.0,80.0,0.0,8.0,2.0,3.0,8.0,7.0,1.0,3.0,No,65664.0
842,Y,No,16.0,3.0,3.0,80.0,0.0,12.0,3.0,2.0,9.0,7.0,7.0,3.0,Yes,61920.0
749,Y,No,11.0,3.0,3.0,80.0,0.0,1.0,6.0,3.0,1.0,0.0,0.0,0.0,No,31704.0
206,Y,No,18.0,3.0,3.0,80.0,1.0,20.0,2.0,1.0,17.0,9.0,0.0,15.0,No,28176.0
1971,Y,No,17.0,3.0,2.0,80.0,1.0,10.0,1.0,3.0,10.0,9.0,0.0,9.0,No,90120.0
804,Y,No,11.0,3.0,3.0,80.0,0.0,6.0,3.0,3.0,6.0,5.0,1.0,3.0,No,52572.0
